-1	-0.79717168	-0.66439208	-0.37301463	0.040815121	0.52693599	0.98428794	1.3531202	1.5781078	1.6592509	1.6408093	1.5522896	1.4379516	1.2793537	1.0691193	0.744547	0.27760541	-0.30072351	-0.93732792	-1.5200828	-1.9516165	-2.1360326	-2.0401363	-1.7229406	-1.2619003	-0.80454833	-0.46153436	-0.27822475	-0.2513	-0.30183001	-0.31326381	-0.2044583	0.067002208	0.47161115	0.93265143	1.3531202	1.6444976	1.7588356	1.6961341	1.4822114	1.179769	0.82569008	0.44948122	0.072534692	-0.29703519	-0.64595047	-0.97421115	-1.2508353	-1.4094332	-1.4278748	-1.3024718	-1.0627309	-0.74922349	-0.4172745	-0.10745543	0.1687999	0.39784471	0.57488417	0.68553384	0.71872874	0.6781572	0.54906592	0.33256141	0.063313886	-0.21515444	-0.46891101	-0.65701544	-0.73078188	-0.70865195	-0.61644389	-0.48735262	-0.35457302	-0.249087	-0.17568939	-0.10966842	-0.029041701	0.10794258	0.30895614	0.5453776	0.76298861	0.92527478	1.0064179	0.97691129	0.84413169	0.62652068	0.36022382	0.082493162	-0.18232837	-0.42833946	-0.67176873	-0.90782135	-1.1291207	-1.2914069	-1.3430434	-1.2397703	-0.9668345	-0.53898913	-0.021369991	0.50111773	0.94740472	1.2350938
1	0.80485472	0.63462859	0.37347448	0.038343455	-0.34098844	-0.74086001	-1.1096666	-1.3953568	-1.5701917	-1.6199513	-1.5457088	-1.367893	-1.1199982	-0.82854776	-0.50622767	-0.1625883	0.1854099	0.52379522	0.82274316	1.0621187	1.2126581	1.2413546	1.1555901	0.97872571	0.75129093	0.51847868	0.32682704	0.20795247	0.17080856	0.18809551	0.23703642	0.28501183	0.29658854	0.25027856	0.13154522	-0.054224481	-0.28143476	-0.52419267	-0.76491333	-0.96866974	-1.1094307	-1.1735276	-1.1456857	-1.0287577	-0.84048068	-0.58314486	-0.27554329	0.050132174	0.36675343	0.66093788	0.90551432	1.0784807	1.1638453	1.159374	1.0607673	0.88888822	0.65848506	0.40460038	0.15869394	-0.054540693	-0.22363086	-0.34515668	-0.42905895	-0.49760685	-0.5625005	-0.61844368	-0.65919809	-0.66972181	-0.62895021	-0.53331031	-0.39622702	-0.2391071	-0.092992881	0.013401682	0.078702598	0.11327682	0.14641341	0.21786064	0.34981955	0.55155746	0.79558085	1.0399276	1.2271782	1.3159409	1.2837604	1.1223941	0.84529041	0.48405163	0.069592302	-0.37242367	-0.81959729	-1.2365058	-1.5936108	-1.8694365	-2.0360568	-2.0745678	-1.9747362	-1.7455297	-1.4038808	-0.97960435
-1	0.7279851	0.11128392	-0.49912439	-1.0686291	-1.5783515	-1.9905344	-2.3020314	-2.5034032	-2.5852105	-2.5505997	-2.4090102	-2.1793205	-1.8835556	-1.5437407	-1.1787543	-0.81691429	-0.46451361	-0.1212376	0.20284516	0.51088111	0.78776735	1.0300428	1.2188289	1.3509791	1.4107614	1.4013221	1.3289541	1.212536	1.0740929	0.95452839	0.86957465	0.82552457	0.82552457	0.83811031	0.8192317	0.75315657	0.61785988	0.43536668	0.23745594	0.059241888	-0.075614298	-0.17000734	-0.25275857	-0.37012058	-0.54632091	-0.79803568	-1.0780684	-1.336076	-1.5091299	-1.5626193	-1.480812	-1.2920259	-1.0654826	-0.87669654	-0.75398559	-0.68791047	-0.63442108	-0.51171013	-0.27793004	0.09429317	0.57066337	1.0489214	1.4579579	1.7002334	1.7379906	1.5932546	1.3509791	1.1055572	0.95138195	0.93250334	1.0143106	1.1559002	1.2786111	1.284904	1.1370216	0.828671	0.38502373	-0.13476727	-0.67532473	-1.1881936	-1.6161087	-1.9276057	-2.0975132	-2.1321239	-2.0345845	-1.8363591	-1.5689122	-1.2605616	-0.9459181	-0.64071395	-0.34809553	-0.071523933	0.22581414	0.54549189	0.87901396	1.190511	1.4422257	1.6058403	1.6624762	1.6152796
-1	-0.23443909	-0.50215697	-0.73248781	-0.94612801	-1.1397394	-1.3233365	-1.4902429	-1.6070774	-1.6204299	-1.5069335	-1.2465595	-0.85266042	-0.35861746	0.16580247	0.65951163	1.0734395	1.3638567	1.5240868	1.5641444	1.504058	1.3538423	1.1201733	0.81640365	0.48259083	0.13876364	-0.18436717	-0.4587613	-0.64235835	-0.73582594	-0.74584032	-0.71913529	-0.67907776	-0.64569648	-0.62232958	-0.57225766	-0.47545194	-0.3285743	-0.13863481	0.043793891	0.17214492	0.20586001	0.15712334	0.055978059	-0.048171539	-0.097909648	-0.033483775	0.1431032	0.37910886	0.60610158	0.75297921	0.75631734	0.64615911	0.46590019	0.26060531	0.092029843	-0.018796011	-0.08856289	-0.13696575	-0.20773406	-0.33525056	-0.49548071	-0.64235835	-0.73916406	-0.74584032	-0.6490346	-0.47545194	-0.273829	-0.08388951	0.064657192	0.17648448	0.27095351	0.38578512	0.51931024	0.63614473	0.70624542	0.68955478	0.56938217	0.35307146	0.074337764	-0.1957168	-0.41202751	-0.52552386	-0.52886199	-0.46877568	-0.38532248	-0.31188366	-0.28818295	-0.3025369	-0.31522179	-0.28217432	-0.17335134	0.004237073	0.2238859	0.43919517	0.6094397	0.70624542	0.70624542	0.63948286	0.51931024	0.38244699
-1	-0.17132785	-0.062285311	0.235829	0.71039591	1.2399694	1.6498227	1.8763205	1.8655349	1.7037508	1.4664673	1.2507551	1.056614	0.88835851	0.68451044	0.33937087	-0.2014197	-0.88803175	-1.607432	-2.2006407	-2.4810666	-2.3516393	-1.8231443	-0.98618081	-0.005013713	0.90561549	1.4664673	1.585109	1.2615407	0.62411102	-0.19063409	-0.95166685	-1.4348623	-1.5103615	-1.1436507	-0.44905735	0.39545605	1.1752558	1.6821795	1.7900356	1.4988241	0.87002297	0.11718727	-0.53749936	-0.88156038	-0.92793851	-0.74889735	-0.43611461	-0.15536514	-0.059157484	-0.12408687	-0.31639432	-0.57417044	-0.77693994	-0.79527548	-0.61839145	-0.25815202	0.18729374	0.58743994	0.85923735	0.97895764	1.002686	0.95846498	0.80423073	0.59714699	0.33613519	-0.027232073	-0.50298541	-1.025009	-1.4672191	-1.7692162	-1.7800018	-1.4780047	-0.87401045	-0.12840111	0.5691044	1.0673997	1.3046831	1.2183982	0.9023798	0.50115505	0.17542957	0.047080791	0.16787964	0.45046267	0.75030268	0.896987	0.79991649	0.48281951	0.042766547	-0.44150742	-0.89234599	-1.1458079	-1.1533578	-0.91068153	-0.50190685	-0.013318634	0.44291274	0.73520282	0.76216685	0.47526958
1	-0.54089708	-1.0140195	-1.2982259	-1.3208253	-1.0822477	-0.63712426	-0.090374641	0.46299057	0.92321424	1.2186346	1.3072732	1.1918607	0.89243725	0.44695602	-0.10858515	-0.72456761	-1.3254197	-1.8243917	-2.1533	-2.2447887	-2.0583575	-1.6012846	-0.91901729	-0.096377969	0.76263764	1.5459875	2.1545301	2.5246244	2.6299808	2.466569	2.0494445	1.4419704	0.70958174	-0.069830885	-0.82183345	-1.4655786	-1.924294	-2.1517371	-2.1355783	-1.8937307	-1.462726	-0.91829669	-0.35170279	0.16422064	0.57119708	0.83148955	0.94402959	0.92756268	0.82167451	0.66755596	0.51561411	0.39898654	0.32519978	0.29182863	0.2747927	0.24866157	0.20261585	0.12526957	0.025514935	-0.082089751	-0.18047351	-0.27267554	-0.35197364	-0.41781394	-0.48934698	-0.58155621	-0.67908047	-0.76181259	-0.80420861	-0.76455832	-0.61962118	-0.38057393	-0.066008236	0.26908755	0.57334645	0.80791357	0.95598655	0.99609902	0.94108011	0.80759303	0.6002347	0.34747123	0.07875372	-0.17554015	-0.39200411	-0.53035895	-0.56176958	-0.49160319	-0.34872598	-0.17161686	-0.01227758	0.078858331	0.071317396	-0.019522077	-0.14848666	-0.2478969	-0.26820286	-0.17881316	0.014296514	0.2733018
1	-0.33405956	-1.0080137	-1.5543535	-1.922185	-2.0859263	-2.0421024	-1.8145003	-1.4496492	-1.0083808	-0.5315618	-0.053600815	0.39386569	0.77995445	1.0782321	1.264621	1.3123049	1.2092629	0.97474654	0.66417754	0.33635329	0.056176532	-0.13472802	-0.21839584	-0.20355806	-0.15480816	-0.15336053	-0.22870871	-0.38600632	-0.58545641	-0.78477137	-0.90683033	-0.89503109	-0.71796846	-0.39859082	0.010634376	0.43252683	0.80233682	1.0600055	1.1541292	1.0667439	0.81058711	0.41177872	-0.080561633	-0.60293601	-1.0779602	-1.4190395	-1.5592639	-1.4594751	-1.1254529	-0.60518215	0.009525762	0.61328373	1.1041992	1.4059646	1.495336	1.3941603	1.1579918	0.85356206	0.54922158	0.30022129	0.11789031	-0.000943621	-0.09410425	-0.17879673	-0.27503783	-0.41007138	-0.59883636	-0.81587314	-1.0511365	-1.2627887	-1.4235725	-1.4860922	-1.3944467	-1.1289228	-0.69168276	-0.10048013	0.57580813	1.251626	1.8384574	2.2490166	2.4170514	2.3049458	1.9197799	1.3035371	0.54190696	-0.28303572	-1.0612786	-1.7012908	-2.1146443	-2.2569822	-2.1096242	-1.7151704	-1.1427209	-0.48386765	0.15175807	0.67707819	1.0259488	1.1797623	1.1496574	0.98276482
1	1.0458903	0.61119521	0.15310839	-0.27967452	-0.65162068	-0.92265135	-1.0838999	-1.1311337	-1.0840746	-0.96421073	-0.80892517	-0.65550848	-0.52978986	-0.44183661	-0.38904244	-0.35410416	-0.3161584	-0.24707701	-0.13174376	0.045588841	0.28161082	0.55683235	0.82323345	1.0386732	1.1626543	1.1675883	1.048244	0.8209966	0.51778692	0.17780907	-0.15749158	-0.46196689	-0.71707691	-0.90099568	-1.0015518	-1.0100966	-0.93086856	-0.76117475	-0.51757806	-0.22684427	0.07638027	0.33770832	0.51435515	0.58563587	0.54623398	0.4270008	0.27191296	0.12865275	0.025264174	-0.028307415	-0.048735555	-0.062728904	-0.099076688	-0.16654725	-0.25650934	-0.33623961	-0.37085173	-0.3312276	-0.2051684	-0.015774446	0.19727406	0.39048085	0.53489527	0.61249981	0.62329878	0.58718002	0.52416557	0.45144605	0.36263413	0.23473205	0.041301722	-0.2203747	-0.53562589	-0.87232638	-1.1727667	-1.3868931	-1.4781613	-1.4277728	-1.2402981	-0.94025181	-0.55749082	-0.12933315	0.30290859	0.71533898	1.0801272	1.3716561	1.5592318	1.6226576	1.5633592	1.3862895	1.1185477	0.80857121	0.50270472	0.23128152	0.000975405	-0.19420924	-0.36753108	-0.54229028	-0.72576169	-0.91924123
1	0.825565	0.38528249	-0.062415737	-0.48098205	-0.83118894	-1.0818398	-1.2135962	-1.231525	-1.1413041	-0.96439855	-0.73846589	-0.51482944	-0.34190595	-0.24897628	-0.2403754	-0.28303755	-0.33115394	-0.33954918	-0.27230734	-0.10716483	0.15082767	0.46812794	0.79466539	1.0824481	1.2668842	1.3176868	1.227088	1.004154	0.6707012	0.27890567	-0.1180331	-0.46911342	-0.73021114	-0.8819455	-0.92076318	-0.87802158	-0.79551282	-0.71023067	-0.65470486	-0.63942097	-0.6362116	-0.61652905	-0.5444889	-0.39833522	-0.17040112	0.11040021	0.39784628	0.64504074	0.80940187	0.88522787	0.89672591	0.87115991	0.84215928	0.83492184	0.84120495	0.84425931	0.82276013	0.73942298	0.58170587	0.34755478	0.03942315	-0.31203334	-0.68024906	-1.0176621	-1.2812158	-1.4469915	-1.4981937	-1.4212875	-1.212155	-0.90967449	-0.5536447	-0.18845524	0.1227448	0.36227431	0.53138773	0.64110714	0.70668495	0.74819366	0.76987207	0.76442704	0.70001672	0.55910945	0.32697361	0.030800228	-0.28773172	-0.57071615	-0.76450421	-0.8323419	-0.76154189	-0.57726569	-0.30342495	0.028317747	0.38389943	0.75039541	1.1104315	1.4240394	1.6458059	1.7107031	1.5648934	1.1967067
1	-0.28418135	-0.1926089	-0.032292142	0.17282345	0.39470292	0.58814559	0.70418406	0.71242228	0.59328176	0.35249902	0.019350814	-0.35756107	-0.73176983	-1.0520601	-1.2854296	-1.4113858	-1.413218	-1.2833601	-1.0194858	-0.62525785	-0.12102924	0.44992806	1.0285948	1.5420834	1.9064464	2.0593591	1.9580624	1.611159	1.072936	0.42899209	-0.21576123	-0.77124038	-1.1791041	-1.4190689	-1.5015782	-1.4617856	-1.3380894	-1.1508636	-0.91385388	-0.63337882	-0.3130151	0.035937002	0.3913339	0.71908404	0.98602368	1.1600998	1.2343638	1.2152924	1.1120463	0.95445798	0.75577885	0.52828716	0.27959534	0.008265528	-0.28056371	-0.57331557	-0.85016027	-1.0906478	-1.270466	-1.3782281	-1.40268	-1.3340636	-1.167381	-0.89700876	-0.52336645	-0.065597866	0.44251339	0.93567197	1.3435936	1.6078253	1.6931597	1.5905352	1.3316148	0.9790469	0.60347217	0.25445692	-0.044350702	-0.28476334	-0.49240816	-0.69244903	-0.88792582	-1.0676692	-1.2035432	-1.2741416	-1.2514399	-1.1263326	-0.91927398	-0.65582485	-0.37114452	-0.07570663	0.22295903	0.52903442	0.85504425	1.1932066	1.5113596	1.7551158	1.8715979	1.8095994	1.5453041	1.0968638
